dimensionality,subspace,bins,support,support_fraction,region
2,"D118,D936","0,0",3023,0.8059184217541989,0 <= D118 < 0.0922243 AND 0 <= D936 < 0.1
2,"D611,D937","0,0",3023,0.8059184217541989,0 <= D611 < 0.05 AND 0 <= D937 < 0.1
2,"D418,D662","0,0",3022,0.8056518261796854,0 <= D418 < 0.08 AND 0 <= D662 < 0.1
2,"D462,D843","0,0",3022,0.8056518261796854,0 <= D462 < 0.0666667 AND 0 <= D843 < 0.1
2,"D621,D662","0,0",3022,0.8056518261796854,0 <= D621 < 0.052381 AND 0 <= D662 < 0.1
2,"D227,D936","0,0",3021,0.805385230605172,0 <= D227 < 0.1 AND 0 <= D936 < 0.1
2,"D228,D934","0,0",3021,0.805385230605172,0 <= D228 < 0.0666667 AND 0 <= D934 < 0.1
2,"D361,D621","0,0",3021,0.805385230605172,0 <= D361 < 0.1 AND 0 <= D621 < 0.052381
2,"D662,D685","0,0",3021,0.805385230605172,0 <= D662 < 0.1 AND 0 <= D685 < 0.1
1,D661,0,3020,0.8051186350306585,0 <= D661 < 0.1
2,"D109,D180","0,4",3020,0.8051186350306585,0 <= D109 < 0.0833333 AND 0.391951 <= D180 < 0.466313
2,"D336,D687","0,0",3020,0.8051186350306585,0 <= D336 < 0.1 AND 0 <= D687 < 0.05
2,"D360,D662","0,0",3020,0.8051186350306585,0 <= D360 < 0.1 AND 0 <= D662 < 0.1
2,"D514,D934","0,0",3020,0.8051186350306585,0 <= D514 < 0.1 AND 0 <= D934 < 0.1
2,"D598,D685","0,0",3020,0.8051186350306585,0 <= D598 < 0.1 AND 0 <= D685 < 0.1
2,"D626,D662","0,0",3020,0.8051186350306585,0 <= D626 < 0.07 AND 0 <= D662 < 0.1
2,"D109,D841","0,0",3019,0.804852039456145,0 <= D109 < 0.0833333 AND 0 <= D841 < 0.1
2,"D228,D685","0,0",3019,0.804852039456145,0 <= D228 < 0.0666667 AND 0 <= D685 < 0.1
2,"D417,D419","0,0",3019,0.804852039456145,0 <= D417 < 0.0625 AND 0 <= D419 < 0.1
2,"D675,D740","0,0",3019,0.804852039456145,0 <= D675 < 0.1 AND 0 <= D740 < 0.0952381
2,"D157,D936","0,0",3018,0.8045854438816316,0 <= D157 < 0.1 AND 0 <= D936 < 0.1
2,"D163,D180","0,4",3018,0.8045854438816316,0 <= D163 < 0.09 AND 0.391951 <= D180 < 0.466313
2,"D416,D611","0,0",3018,0.8045854438816316,0 <= D416 < 0.1 AND 0 <= D611 < 0.05
2,"D598,D661","0,0",3018,0.8045854438816316,0 <= D598 < 0.1 AND 0 <= D661 < 0.1
2,"D675,D934","0,0",3018,0.8045854438816316,0 <= D675 < 0.1 AND 0 <= D934 < 0.1
2,"D621,D843","0,0",3017,0.8043188483071181,0 <= D621 < 0.052381 AND 0 <= D843 < 0.1
2,"D626,D675","0,0",3017,0.8043188483071181,0 <= D626 < 0.07 AND 0 <= D675 < 0.1
2,"D119,D685","0,0",3016,0.8040522527326046,0 <= D119 < 0.1 AND 0 <= D685 < 0.1
2,"D180,D227","4,0",3016,0.8040522527326046,0.391951 <= D180 < 0.466313 AND 0 <= D227 < 0.1
2,"D227,D462","0,0",3016,0.8040522527326046,0 <= D227 < 0.1 AND 0 <= D462 < 0.0666667
2,"D228,D462","0,0",3016,0.8040522527326046,0 <= D228 < 0.0666667 AND 0 <= D462 < 0.0666667
2,"D419,D934","0,0",3016,0.8040522527326046,0 <= D419 < 0.1 AND 0 <= D934 < 0.1
2,"D583,D841","0,0",3016,0.8040522527326046,0 <= D583 < 0.1 AND 0 <= D841 < 0.1
2,"D611,D686","0,0",3016,0.8040522527326046,0 <= D611 < 0.05 AND 0 <= D686 < 0.1
2,"D621,D937","0,0",3016,0.8040522527326046,0 <= D621 < 0.052381 AND 0 <= D937 < 0.1
2,"D685,D841","0,0",3016,0.8040522527326046,0 <= D685 < 0.1 AND 0 <= D841 < 0.1
2,"D688,D936","0,0",3016,0.8040522527326046,0 <= D688 < 0.1 AND 0 <= D936 < 0.1
2,"D109,D449","0,0",3015,0.8037856571580911,0 <= D109 < 0.0833333 AND 0 <= D449 < 0.0875
2,"D180,D621","4,0",3015,0.8037856571580911,0.391951 <= D180 < 0.466313 AND 0 <= D621 < 0.052381
2,"D227,D937","0,0",3015,0.8037856571580911,0 <= D227 < 0.1 AND 0 <= D937 < 0.1
2,"D419,D472","0,0",3015,0.8037856571580911,0 <= D419 < 0.1 AND 0 <= D472 < 0.0923077
2,"D419,D583","0,0",3015,0.8037856571580911,0 <= D419 < 0.1 AND 0 <= D583 < 0.1
2,"D157,D621","0,0",3014,0.8035190615835777,0 <= D157 < 0.1 AND 0 <= D621 < 0.052381
2,"D157,D934","0,0",3014,0.8035190615835777,0 <= D157 < 0.1 AND 0 <= D934 < 0.1
2,"D336,D934","0,0",3014,0.8035190615835777,0 <= D336 < 0.1 AND 0 <= D934 < 0.1
2,"D336,D937","0,0",3014,0.8035190615835777,0 <= D336 < 0.1 AND 0 <= D937 < 0.1
2,"D361,D936","0,0",3014,0.8035190615835777,0 <= D361 < 0.1 AND 0 <= D936 < 0.1
2,"D686,D740","0,0",3014,0.8035190615835777,0 <= D686 < 0.1 AND 0 <= D740 < 0.0952381
2,"D118,D164","0,0",3013,0.8032524660090643,0 <= D118 < 0.0922243 AND 0 <= D164 < 0.1
2,"D118,D214","0,0",3013,0.8032524660090643,0 <= D118 < 0.0922243 AND 0 <= D214 < 0.0642111
2,"D155,D621","0,0",3013,0.8032524660090643,0 <= D155 < 0.0764706 AND 0 <= D621 < 0.052381
2,"D419,D626","0,0",3013,0.8032524660090643,0 <= D419 < 0.1 AND 0 <= D626 < 0.07
2,"D470,D934","0,0",3013,0.8032524660090643,0 <= D470 < 0.0583333 AND 0 <= D934 < 0.1
2,"D688,D937","0,0",3013,0.8032524660090643,0 <= D688 < 0.1 AND 0 <= D937 < 0.1
1,D607,0,3012,0.8029858704345508,0 <= D607 < 0.0928571
2,"D37,D228","0,0",3012,0.8029858704345508,0 <= D37 < 0.1 AND 0 <= D228 < 0.0666667
2,"D110,D118","0,0",3012,0.8029858704345508,0 <= D110 < 0.1 AND 0 <= D118 < 0.0922243
2,"D164,D688","0,0",3012,0.8029858704345508,0 <= D164 < 0.1 AND 0 <= D688 < 0.1
2,"D164,D936","0,0",3012,0.8029858704345508,0 <= D164 < 0.1 AND 0 <= D936 < 0.1
2,"D214,D688","0,0",3012,0.8029858704345508,0 <= D214 < 0.0642111 AND 0 <= D688 < 0.1
2,"D214,D936","0,0",3012,0.8029858704345508,0 <= D214 < 0.0642111 AND 0 <= D936 < 0.1
2,"D360,D462","0,0",3012,0.8029858704345508,0 <= D360 < 0.1 AND 0 <= D462 < 0.0666667
2,"D361,D417","0,0",3012,0.8029858704345508,0 <= D361 < 0.1 AND 0 <= D417 < 0.0625
2,"D662,D843","0,0",3012,0.8029858704345508,0 <= D662 < 0.1 AND 0 <= D843 < 0.1
1,D68,0,3011,0.8027192748600374,0 <= D68 < 0.09375
2,"D86,D180","0,4",3011,0.8027192748600374,0 <= D86 < 0.0846353 AND 0.391951 <= D180 < 0.466313
2,"D163,D228","0,0",3011,0.8027192748600374,0 <= D163 < 0.09 AND 0 <= D228 < 0.0666667
2,"D216,D685","0,0",3011,0.8027192748600374,0 <= D216 < 0.1 AND 0 <= D685 < 0.1
2,"D460,D626","0,0",3011,0.8027192748600374,0 <= D460 < 0.1 AND 0 <= D626 < 0.07
2,"D462,D841","0,0",3011,0.8027192748600374,0 <= D462 < 0.0666667 AND 0 <= D841 < 0.1
2,"D621,D685","0,0",3011,0.8027192748600374,0 <= D621 < 0.052381 AND 0 <= D685 < 0.1
2,"D843,D934","0,0",3011,0.8027192748600374,0 <= D843 < 0.1 AND 0 <= D934 < 0.1
2,"D164,D740","0,0",3010,0.8024526792855239,0 <= D164 < 0.1 AND 0 <= D740 < 0.0952381
2,"D214,D740","0,0",3010,0.8024526792855239,0 <= D214 < 0.0642111 AND 0 <= D740 < 0.0952381
2,"D227,D419","0,0",3010,0.8024526792855239,0 <= D227 < 0.1 AND 0 <= D419 < 0.1
2,"D583,D937","0,0",3010,0.8024526792855239,0 <= D583 < 0.1 AND 0 <= D937 < 0.1
2,"D118,D361","0,0",3009,0.8021860837110104,0 <= D118 < 0.0922243 AND 0 <= D361 < 0.1
2,"D155,D583","0,0",3009,0.8021860837110104,0 <= D155 < 0.0764706 AND 0 <= D583 < 0.1
2,"D164,D934","0,0",3009,0.8021860837110104,0 <= D164 < 0.1 AND 0 <= D934 < 0.1
2,"D214,D934","0,0",3009,0.8021860837110104,0 <= D214 < 0.0642111 AND 0 <= D934 < 0.1
2,"D227,D675","0,0",3009,0.8021860837110104,0 <= D227 < 0.1 AND 0 <= D675 < 0.1
2,"D228,D611","0,0",3009,0.8021860837110104,0 <= D228 < 0.0666667 AND 0 <= D611 < 0.05
2,"D228,D843","0,0",3009,0.8021860837110104,0 <= D228 < 0.0666667 AND 0 <= D843 < 0.1
2,"D360,D687","0,0",3009,0.8021860837110104,0 <= D360 < 0.1 AND 0 <= D687 < 0.05
2,"D462,D583","0,0",3009,0.8021860837110104,0 <= D462 < 0.0666667 AND 0 <= D583 < 0.1
2,"D611,D936","0,0",3009,0.8021860837110104,0 <= D611 < 0.05 AND 0 <= D936 < 0.1
1,D117,0,3008,0.8019194881364969,0 <= D117 < 0.1
2,"D180,D462","4,0",3008,0.8019194881364969,0.391951 <= D180 < 0.466313 AND 0 <= D462 < 0.0666667
2,"D416,D687","0,0",3008,0.8019194881364969,0 <= D416 < 0.1 AND 0 <= D687 < 0.05
2,"D675,D936","0,0",3008,0.8019194881364969,0 <= D675 < 0.1 AND 0 <= D936 < 0.1
2,"D748,D841","0,0",3008,0.8019194881364969,0 <= D748 < 0.1 AND 0 <= D841 < 0.1
2,"D73,D156","0,0",3007,0.8016528925619835,0 <= D73 < 0.0736891 AND 0 <= D156 < 0.0714286
2,"D73,D211","0,0",3007,0.8016528925619835,0 <= D73 < 0.0736891 AND 0 <= D211 < 0.1
2,"D118,D336","0,0",3007,0.8016528925619835,0 <= D118 < 0.0922243 AND 0 <= D336 < 0.1
2,"D166,D685","0,0",3007,0.8016528925619835,0 <= D166 < 0.1 AND 0 <= D685 < 0.1
2,"D419,D470","0,0",3007,0.8016528925619835,0 <= D419 < 0.1 AND 0 <= D470 < 0.0583333
2,"D460,D462","0,0",3007,0.8016528925619835,0 <= D460 < 0.1 AND 0 <= D462 < 0.0666667
2,"D462,D610","0,0",3007,0.8016528925619835,0 <= D462 < 0.0666667 AND 0 <= D610 < 0.1
2,"D462,D740","0,0",3007,0.8016528925619835,0 <= D462 < 0.0666667 AND 0 <= D740 < 0.0952381
2,"D86,D129","0,0",3006,0.80138629698747,0 <= D86 < 0.0846353 AND 0 <= D129 < 0.1
2,"D227,D611","0,0",3006,0.80138629698747,0 <= D227 < 0.1 AND 0 <= D611 < 0.05
2,"D227,D843","0,0",3006,0.80138629698747,0 <= D227 < 0.1 AND 0 <= D843 < 0.1
2,"D361,D675","0,0",3006,0.80138629698747,0 <= D361 < 0.1 AND 0 <= D675 < 0.1
2,"D416,D688","0,0",3006,0.80138629698747,0 <= D416 < 0.1 AND 0 <= D688 < 0.1
1,D504,0,3005,0.8011197014129565,0 <= D504 < 0.1
2,"D449,D842","0,0",3005,0.8011197014129565,0 <= D449 < 0.0875 AND 0 <= D842 < 0.1
2,"D460,D610","0,0",3005,0.8011197014129565,0 <= D460 < 0.1 AND 0 <= D610 < 0.1
2,"D472,D687","0,0",3005,0.8011197014129565,0 <= D472 < 0.0923077 AND 0 <= D687 < 0.05
1,D108,0,3004,0.800853105838443,0 <= D108 < 0.1
2,"D108,D117","0,0",3004,0.800853105838443,0 <= D108 < 0.1 AND 0 <= D117 < 0.1
2,"D109,D119","0,0",3004,0.800853105838443,0 <= D109 < 0.0833333 AND 0 <= D119 < 0.1
2,"D109,D611","0,0",3004,0.800853105838443,0 <= D109 < 0.0833333 AND 0 <= D611 < 0.05
2,"D59,D419","0,0",3003,0.8005865102639296,0 <= D59 < 0.1 AND 0 <= D419 < 0.1
2,"D228,D841","0,0",3003,0.8005865102639296,0 <= D228 < 0.0666667 AND 0 <= D841 < 0.1
2,"D336,D843","0,0",3003,0.8005865102639296,0 <= D336 < 0.1 AND 0 <= D843 < 0.1
2,"D361,D426","0,0",3003,0.8005865102639296,0 <= D361 < 0.1 AND 0 <= D426 < 0.1
2,"D583,D936","0,0",3003,0.8005865102639296,0 <= D583 < 0.1 AND 0 <= D936 < 0.1
2,"D157,D462","0,0",3002,0.8003199146894161,0 <= D157 < 0.1 AND 0 <= D462 < 0.0666667
2,"D228,D662","0,0",3002,0.8003199146894161,0 <= D228 < 0.0666667 AND 0 <= D662 < 0.1
2,"D109,D583","0,0",3001,0.8000533191149027,0 <= D109 < 0.0833333 AND 0 <= D583 < 0.1
2,"D158,D175","0,1",3001,0.8000533191149027,0 <= D158 < 0.1 AND 0.0991675 <= D175 < 0.179435
2,"D611,D688","0,0",3001,0.8000533191149027,0 <= D611 < 0.05 AND 0 <= D688 < 0.1
1,D673,0,3000,0.7997867235403893,0 <= D673 < 0.1
2,"D157,D419","0,0",3000,0.7997867235403893,0 <= D157 < 0.1 AND 0 <= D419 < 0.1
2,"D165,D419","0,0",3000,0.7997867235403893,0 <= D165 < 0.1 AND 0 <= D419 < 0.1
2,"D215,D419","0,0",3000,0.7997867235403893,0 <= D215 < 0.1 AND 0 <= D419 < 0.1
2,"D227,D685","0,0",3000,0.7997867235403893,0 <= D227 < 0.1 AND 0 <= D685 < 0.1
2,"D228,D361","0,0",3000,0.7997867235403893,0 <= D228 < 0.0666667 AND 0 <= D361 < 0.1
2,"D360,D843","0,0",3000,0.7997867235403893,0 <= D360 < 0.1 AND 0 <= D843 < 0.1
2,"D361,D687","0,0",3000,0.7997867235403893,0 <= D361 < 0.1 AND 0 <= D687 < 0.05
2,"D598,D611","0,0",3000,0.7997867235403893,0 <= D598 < 0.1 AND 0 <= D611 < 0.05
2,"D662,D675","0,0",3000,0.7997867235403893,0 <= D662 < 0.1 AND 0 <= D675 < 0.1
2,"D662,D937","0,0",3000,0.7997867235403893,0 <= D662 < 0.1 AND 0 <= D937 < 0.1
1,D35,0,2999,0.7995201279658758,0 <= D35 < 0.0898321
2,"D118,D934","0,0",2999,0.7995201279658758,0 <= D118 < 0.0922243 AND 0 <= D934 < 0.1
2,"D119,D336","0,0",2999,0.7995201279658758,0 <= D119 < 0.1 AND 0 <= D336 < 0.1
2,"D216,D419","0,0",2999,0.7995201279658758,0 <= D216 < 0.1 AND 0 <= D419 < 0.1
2,"D336,D610","0,0",2999,0.7995201279658758,0 <= D336 < 0.1 AND 0 <= D610 < 0.1
2,"D416,D417","0,0",2999,0.7995201279658758,0 <= D416 < 0.1 AND 0 <= D417 < 0.0625
2,"D336,D662","0,0",2998,0.7992535323913623,0 <= D336 < 0.1 AND 0 <= D662 < 0.1
2,"D360,D610","0,0",2998,0.7992535323913623,0 <= D360 < 0.1 AND 0 <= D610 < 0.1
2,"D621,D936","0,0",2998,0.7992535323913623,0 <= D621 < 0.052381 AND 0 <= D936 < 0.1
2,"D164,D843","0,0",2997,0.7989869368168488,0 <= D164 < 0.1 AND 0 <= D843 < 0.1
2,"D165,D416","0,0",2997,0.7989869368168488,0 <= D165 < 0.1 AND 0 <= D416 < 0.1
2,"D214,D843","0,0",2997,0.7989869368168488,0 <= D214 < 0.0642111 AND 0 <= D843 < 0.1
2,"D215,D416","0,0",2997,0.7989869368168488,0 <= D215 < 0.1 AND 0 <= D416 < 0.1
2,"D227,D583","0,0",2997,0.7989869368168488,0 <= D227 < 0.1 AND 0 <= D583 < 0.1
2,"D610,D685","0,0",2997,0.7989869368168488,0 <= D610 < 0.1 AND 0 <= D685 < 0.1
2,"D109,D843","0,0",2996,0.7987203412423354,0 <= D109 < 0.0833333 AND 0 <= D843 < 0.1
2,"D109,D937","0,0",2996,0.7987203412423354,0 <= D109 < 0.0833333 AND 0 <= D937 < 0.1
2,"D361,D583","0,0",2996,0.7987203412423354,0 <= D361 < 0.1 AND 0 <= D583 < 0.1
2,"D419,D460","0,0",2996,0.7987203412423354,0 <= D419 < 0.1 AND 0 <= D460 < 0.1
2,"D675,D841","0,0",2996,0.7987203412423354,0 <= D675 < 0.1 AND 0 <= D841 < 0.1
2,"D675,D843","0,0",2996,0.7987203412423354,0 <= D675 < 0.1 AND 0 <= D843 < 0.1
2,"D59,D611","0,0",2995,0.7984537456678219,0 <= D59 < 0.1 AND 0 <= D611 < 0.05
2,"D470,D685","0,0",2995,0.7984537456678219,0 <= D470 < 0.0583333 AND 0 <= D685 < 0.1
2,"D472,D750","0,0",2995,0.7984537456678219,0 <= D472 < 0.0923077 AND 0 <= D750 < 0.1
2,"D685,D687","0,0",2995,0.7984537456678219,0 <= D685 < 0.1 AND 0 <= D687 < 0.05
2,"D59,D843","0,0",2994,0.7981871500933084,0 <= D59 < 0.1 AND 0 <= D843 < 0.1
2,"D164,D662","0,0",2994,0.7981871500933084,0 <= D164 < 0.1 AND 0 <= D662 < 0.1
2,"D165,D361","0,0",2994,0.7981871500933084,0 <= D165 < 0.1 AND 0 <= D361 < 0.1
2,"D180,D361","4,0",2994,0.7981871500933084,0.391951 <= D180 < 0.466313 AND 0 <= D361 < 0.1
2,"D180,D662","4,0",2994,0.7981871500933084,0.391951 <= D180 < 0.466313 AND 0 <= D662 < 0.1
2,"D214,D662","0,0",2994,0.7981871500933084,0 <= D214 < 0.0642111 AND 0 <= D662 < 0.1
2,"D215,D361","0,0",2994,0.7981871500933084,0 <= D215 < 0.1 AND 0 <= D361 < 0.1
2,"D336,D699","0,0",2994,0.7981871500933084,0 <= D336 < 0.1 AND 0 <= D699 < 0.1
2,"D611,D934","0,0",2994,0.7981871500933084,0 <= D611 < 0.05 AND 0 <= D934 < 0.1
2,"D621,D841","0,0",2994,0.7981871500933084,0 <= D621 < 0.052381 AND 0 <= D841 < 0.1
2,"D37,D685","0,0",2993,0.797920554518795,0 <= D37 < 0.1 AND 0 <= D685 < 0.1
2,"D37,D936","0,0",2993,0.797920554518795,0 <= D37 < 0.1 AND 0 <= D936 < 0.1
2,"D118,D157","0,0",2993,0.797920554518795,0 <= D118 < 0.0922243 AND 0 <= D157 < 0.1
2,"D168,D419","0,0",2993,0.797920554518795,0 <= D168 < 0.0714286 AND 0 <= D419 < 0.1
2,"D180,D611","4,0",2993,0.797920554518795,0.391951 <= D180 < 0.466313 AND 0 <= D611 < 0.05
2,"D180,D685","4,0",2993,0.797920554518795,0.391951 <= D180 < 0.466313 AND 0 <= D685 < 0.1
2,"D228,D336","0,0",2993,0.797920554518795,0 <= D228 < 0.0666667 AND 0 <= D336 < 0.1
2,"D228,D675","0,0",2993,0.797920554518795,0 <= D228 < 0.0666667 AND 0 <= D675 < 0.1
1,D802,0,2992,0.7976539589442815,0 <= D802 < 0.0825
1,D926,0,2992,0.7976539589442815,0 <= D926 < 0.085
2,"D37,D841","0,0",2992,0.7976539589442815,0 <= D37 < 0.1 AND 0 <= D841 < 0.1
2,"D37,D843","0,0",2992,0.7976539589442815,0 <= D37 < 0.1 AND 0 <= D843 < 0.1
2,"D37,D937","0,0",2992,0.7976539589442815,0 <= D37 < 0.1 AND 0 <= D937 < 0.1
2,"D157,D675","0,0",2992,0.7976539589442815,0 <= D157 < 0.1 AND 0 <= D675 < 0.1
2,"D166,D419","0,0",2992,0.7976539589442815,0 <= D166 < 0.1 AND 0 <= D419 < 0.1
2,"D336,D936","0,0",2992,0.7976539589442815,0 <= D336 < 0.1 AND 0 <= D936 < 0.1
2,"D416,D662","0,0",2992,0.7976539589442815,0 <= D416 < 0.1 AND 0 <= D662 < 0.1
2,"D418,D462","0,0",2992,0.7976539589442815,0 <= D418 < 0.08 AND 0 <= D462 < 0.0666667
2,"D621,D675","0,0",2992,0.7976539589442815,0 <= D621 < 0.052381 AND 0 <= D675 < 0.1
2,"D685,D686","0,0",2992,0.7976539589442815,0 <= D685 < 0.1 AND 0 <= D686 < 0.1
2,"D740,D937","0,0",2992,0.7976539589442815,0 <= D740 < 0.0952381 AND 0 <= D937 < 0.1
2,"D59,D841","0,0",2991,0.797387363369768,0 <= D59 < 0.1 AND 0 <= D841 < 0.1
2,"D86,D419","0,0",2991,0.797387363369768,0 <= D86 < 0.0846353 AND 0 <= D419 < 0.1
2,"D164,D462","0,0",2991,0.797387363369768,0 <= D164 < 0.1 AND 0 <= D462 < 0.0666667
2,"D168,D462","0,0",2991,0.797387363369768,0 <= D168 < 0.0714286 AND 0 <= D462 < 0.0666667
2,"D214,D462","0,0",2991,0.797387363369768,0 <= D214 < 0.0642111 AND 0 <= D462 < 0.0666667
2,"D336,D462","0,0",2991,0.797387363369768,0 <= D336 < 0.1 AND 0 <= D462 < 0.0666667
2,"D472,D685","0,0",2991,0.797387363369768,0 <= D472 < 0.0923077 AND 0 <= D685 < 0.1
2,"D687,D688","0,0",2991,0.797387363369768,0 <= D687 < 0.05 AND 0 <= D688 < 0.1
2,"D4,D419","0,0",2989,0.7968541722207412,0 <= D4 < 0.1 AND 0 <= D419 < 0.1
2,"D53,D155","0,0",2989,0.7968541722207412,0 <= D53 < 0.087848 AND 0 <= D155 < 0.0764706
2,"D86,D462","0,0",2989,0.7968541722207412,0 <= D86 < 0.0846353 AND 0 <= D462 < 0.0666667
2,"D164,D598","0,0",2989,0.7968541722207412,0 <= D164 < 0.1 AND 0 <= D598 < 0.1
2,"D214,D598","0,0",2989,0.7968541722207412,0 <= D214 < 0.0642111 AND 0 <= D598 < 0.1
2,"D336,D841","0,0",2989,0.7968541722207412,0 <= D336 < 0.1 AND 0 <= D841 < 0.1
2,"D361,D686","0,0",2989,0.7968541722207412,0 <= D361 < 0.1 AND 0 <= D686 < 0.1
2,"D610,D662","0,0",2989,0.7968541722207412,0 <= D610 < 0.1 AND 0 <= D662 < 0.1
2,"D626,D937","0,0",2989,0.7968541722207412,0 <= D626 < 0.07 AND 0 <= D937 < 0.1
2,"D686,D687","0,0",2989,0.7968541722207412,0 <= D686 < 0.1 AND 0 <= D687 < 0.05
2,"D688,D740","0,0",2989,0.7968541722207412,0 <= D688 < 0.1 AND 0 <= D740 < 0.0952381
2,"D37,D180","0,4",2988,0.7965875766462277,0 <= D37 < 0.1 AND 0.391951 <= D180 < 0.466313
2,"D86,D621","0,0",2988,0.7965875766462277,0 <= D86 < 0.0846353 AND 0 <= D621 < 0.052381
2,"D109,D110","0,0",2988,0.7965875766462277,0 <= D109 < 0.0833333 AND 0 <= D110 < 0.1
2,"D109,D164","0,0",2988,0.7965875766462277,0 <= D109 < 0.0833333 AND 0 <= D164 < 0.1
2,"D109,D214","0,0",2988,0.7965875766462277,0 <= D109 < 0.0833333 AND 0 <= D214 < 0.0642111
2,"D109,D936","0,0",2988,0.7965875766462277,0 <= D109 < 0.0833333 AND 0 <= D936 < 0.1
2,"D118,D175","0,1",2988,0.7965875766462277,0 <= D118 < 0.0922243 AND 0.0991675 <= D175 < 0.179435
2,"D157,D626","0,0",2988,0.7965875766462277,0 <= D157 < 0.1 AND 0 <= D626 < 0.07
2,"D336,D621","0,0",2988,0.7965875766462277,0 <= D336 < 0.1 AND 0 <= D621 < 0.052381
2,"D460,D611","0,0",2988,0.7965875766462277,0 <= D460 < 0.1 AND 0 <= D611 < 0.05
2,"D688,D841","0,0",2988,0.7965875766462277,0 <= D688 < 0.1 AND 0 <= D841 < 0.1
1,D58,0,2987,0.7963209810717142,0 <= D58 < 0.1
2,"D59,D118","0,0",2987,0.7963209810717142,0 <= D59 < 0.1 AND 0 <= D118 < 0.0922243
2,"D118,D163","0,0",2987,0.7963209810717142,0 <= D118 < 0.0922243 AND 0 <= D163 < 0.09
2,"D119,D583","0,0",2987,0.7963209810717142,0 <= D119 < 0.1 AND 0 <= D583 < 0.1
2,"D157,D685","0,0",2987,0.7963209810717142,0 <= D157 < 0.1 AND 0 <= D685 < 0.1
2,"D168,D937","0,0",2987,0.7963209810717142,0 <= D168 < 0.0714286 AND 0 <= D937 < 0.1
2,"D228,D626","0,0",2987,0.7963209810717142,0 <= D228 < 0.0666667 AND 0 <= D626 < 0.07
2,"D460,D843","0,0",2987,0.7963209810717142,0 <= D460 < 0.1 AND 0 <= D843 < 0.1
2,"D583,D611","0,0",2987,0.7963209810717142,0 <= D583 < 0.1 AND 0 <= D611 < 0.05
2,"D662,D841","0,0",2987,0.7963209810717142,0 <= D662 < 0.1 AND 0 <= D841 < 0.1
2,"D37,D118","0,0",2986,0.7960543854972008,0 <= D37 < 0.1 AND 0 <= D118 < 0.0922243
2,"D59,D462","0,0",2986,0.7960543854972008,0 <= D59 < 0.1 AND 0 <= D462 < 0.0666667
2,"D109,D336","0,0",2986,0.7960543854972008,0 <= D109 < 0.0833333 AND 0 <= D336 < 0.1
2,"D109,D462","0,0",2986,0.7960543854972008,0 <= D109 < 0.0833333 AND 0 <= D462 < 0.0666667
2,"D118,D675","0,0",2986,0.7960543854972008,0 <= D118 < 0.0922243 AND 0 <= D675 < 0.1
2,"D164,D841","0,0",2986,0.7960543854972008,0 <= D164 < 0.1 AND 0 <= D841 < 0.1
2,"D214,D841","0,0",2986,0.7960543854972008,0 <= D214 < 0.0642111 AND 0 <= D841 < 0.1
2,"D336,D470","0,0",2986,0.7960543854972008,0 <= D336 < 0.1 AND 0 <= D470 < 0.0583333
2,"D360,D937","0,0",2986,0.7960543854972008,0 <= D360 < 0.1 AND 0 <= D937 < 0.1
2,"D361,D934","0,0",2986,0.7960543854972008,0 <= D361 < 0.1 AND 0 <= D934 < 0.1
2,"D109,D228","0,0",2985,0.7957877899226873,0 <= D109 < 0.0833333 AND 0 <= D228 < 0.0666667
2,"D109,D621","0,0",2985,0.7957877899226873,0 <= D109 < 0.0833333 AND 0 <= D621 < 0.052381
2,"D118,D168","0,0",2985,0.7957877899226873,0 <= D118 < 0.0922243 AND 0 <= D168 < 0.0714286
2,"D168,D626","0,0",2985,0.7957877899226873,0 <= D168 < 0.0714286 AND 0 <= D626 < 0.07
2,"D460,D662","0,0",2985,0.7957877899226873,0 <= D460 < 0.1 AND 0 <= D662 < 0.1
2,"D462,D688","0,0",2985,0.7957877899226873,0 <= D462 < 0.0666667 AND 0 <= D688 < 0.1
2,"D583,D685","0,0",2985,0.7957877899226873,0 <= D583 < 0.1 AND 0 <= D685 < 0.1
2,"D662,D936","0,0",2985,0.7957877899226873,0 <= D662 < 0.1 AND 0 <= D936 < 0.1
2,"D86,D228","0,0",2984,0.7955211943481738,0 <= D86 < 0.0846353 AND 0 <= D228 < 0.0666667
2,"D119,D419","0,0",2984,0.7955211943481738,0 <= D119 < 0.1 AND 0 <= D419 < 0.1
2,"D129,D841","0,0",2984,0.7955211943481738,0 <= D129 < 0.1 AND 0 <= D841 < 0.1
2,"D336,D686","0,0",2984,0.7955211943481738,0 <= D336 < 0.1 AND 0 <= D686 < 0.1
2,"D675,D685","0,0",2984,0.7955211943481738,0 <= D675 < 0.1 AND 0 <= D685 < 0.1
2,"D675,D937","0,0",2983,0.7952545987736603,0 <= D675 < 0.1 AND 0 <= D937 < 0.1
2,"D740,D936","0,0",2983,0.7952545987736603,0 <= D740 < 0.0952381 AND 0 <= D936 < 0.1
2,"D86,D843","0,0",2982,0.7949880031991469,0 <= D86 < 0.0846353 AND 0 <= D843 < 0.1
2,"D157,D168","0,0",2982,0.7949880031991469,0 <= D157 < 0.1 AND 0 <= D168 < 0.0714286
2,"D157,D843","0,0",2982,0.7949880031991469,0 <= D157 < 0.1 AND 0 <= D843 < 0.1
2,"D163,D621","0,0",2982,0.7949880031991469,0 <= D163 < 0.09 AND 0 <= D621 < 0.052381
