row_index,binary_selected,binary_k2,binary_k3,binary_k4,binary_k2_aligned_to_mixed,binary_k4_aligned_to_mixed,mixed_classical_selected,mixed_balanced_selected,mixed_balanced_k2,mixed_balanced_k4,Activity
2256,1,1,2,3,1,3,1,2,1,3,1
2257,0,0,0,1,0,1,1,3,0,1,0
2258,2,1,1,2,1,2,0,0,1,2,1
2259,1,1,2,3,1,3,1,2,1,3,1
2260,3,0,0,0,0,0,1,1,0,0,1
2261,3,0,0,0,0,0,1,1,0,0,0
2262,3,0,0,0,0,0,1,1,0,0,0
2263,2,1,1,2,1,2,0,0,1,2,1
2264,1,1,2,3,1,3,1,2,1,3,0
2265,2,1,1,2,1,2,0,0,1,2,0
2266,3,0,0,0,0,0,1,1,0,0,1
2267,3,0,0,0,0,0,1,1,0,0,0
2268,1,1,2,3,1,3,1,2,1,3,1
2269,1,1,2,3,1,3,1,2,1,3,0
2270,2,1,1,2,1,2,0,0,1,2,1
2271,1,1,2,3,1,3,1,2,1,3,1
2272,1,1,2,3,1,3,1,2,1,3,1
2273,3,0,0,0,0,0,1,1,0,0,1
2274,2,1,1,2,1,2,0,0,1,2,0
2275,1,1,2,3,1,3,1,2,1,3,0
2276,2,1,1,2,1,2,0,0,1,2,1
2277,1,1,2,3,1,3,1,2,1,3,0
2278,3,0,0,0,0,0,1,1,0,0,0
2279,1,1,2,3,1,3,1,2,1,3,1
2280,2,1,1,2,1,2,0,0,1,2,0
2281,1,1,2,3,1,3,1,2,1,3,0
2282,3,0,0,0,0,0,1,1,0,0,1
2283,1,1,2,3,1,3,1,2,1,3,0
2284,3,0,0,0,0,0,1,1,0,0,0
2285,2,1,1,2,1,2,0,0,1,2,0
2286,1,1,2,3,1,3,1,2,1,3,1
2287,3,0,0,0,0,0,1,1,0,0,1
2288,3,0,0,0,0,0,1,1,0,0,1
2289,3,0,0,0,0,0,1,1,0,0,1
2290,3,0,0,0,0,0,1,1,0,0,1
2291,1,1,2,3,1,3,1,2,1,3,1
2292,3,0,0,0,0,0,1,1,0,0,0
2293,2,1,1,2,1,2,0,0,1,2,0
2294,3,0,0,0,0,0,1,1,0,0,0
2295,2,1,1,2,1,2,0,0,1,2,0
2296,1,1,2,3,1,3,1,2,1,3,1
2297,2,1,1,2,1,2,0,0,1,2,0
2298,3,0,0,0,0,0,1,1,0,0,1
2299,0,0,0,1,0,1,1,3,0,1,1
2300,3,0,0,0,0,0,1,1,0,0,0
2301,1,1,2,3,1,3,1,2,1,3,1
2302,3,0,0,0,0,0,1,1,0,0,1
2303,2,1,1,2,1,2,0,0,1,2,0
2304,2,1,1,2,1,2,0,0,1,2,1
2305,1,1,2,3,1,3,1,2,1,3,0
2306,2,1,1,2,1,2,0,0,1,2,1
2307,3,0,0,0,0,0,1,1,0,0,1
2308,0,0,0,1,0,1,1,3,0,1,0
2309,3,0,0,0,0,0,1,1,0,0,1
2310,2,1,1,2,1,2,0,0,1,2,1
2311,1,1,2,3,1,3,1,2,1,3,0
2312,2,1,1,2,1,2,0,0,1,2,1
2313,1,1,2,3,1,3,1,2,1,3,0
2314,3,0,0,0,0,0,1,1,0,0,0
2315,3,0,0,0,0,0,1,1,0,0,0
2316,2,1,1,2,1,2,0,0,1,2,1
2317,1,1,2,3,1,3,1,2,1,3,1
2318,3,0,0,0,0,0,1,1,0,0,0
2319,1,1,2,3,1,3,1,2,1,3,1
2320,2,1,1,2,1,2,0,0,1,2,1
2321,1,1,2,3,1,3,1,2,1,3,1
2322,2,1,1,2,1,2,0,0,1,2,1
2323,2,1,1,2,1,2,0,0,1,2,0
2324,2,1,1,2,1,2,0,0,1,2,1
2325,1,1,2,3,1,3,1,2,1,3,0
2326,2,1,1,2,1,2,0,0,1,2,0
2327,1,1,2,3,1,3,1,2,1,3,1
2328,1,1,2,3,1,3,1,2,1,3,0
2329,2,1,1,2,1,2,0,0,1,2,1
2330,3,0,0,0,0,0,1,1,0,0,1
2331,3,0,0,0,0,0,1,1,0,0,0
2332,3,0,0,0,0,0,1,1,0,0,1
2333,1,1,2,3,1,3,1,2,1,3,0
2334,2,1,1,2,1,2,0,0,1,2,1
2335,2,1,1,2,1,2,0,0,1,2,1
2336,2,1,1,2,1,2,0,0,1,2,1
2337,1,1,2,3,1,3,1,2,1,3,1
2338,2,1,1,2,1,2,0,0,1,2,1
2339,0,0,0,1,0,1,1,3,0,1,1
2340,3,0,0,0,0,0,1,1,0,0,1
2341,2,1,1,2,1,2,0,0,1,2,1
2342,2,1,1,2,1,2,0,0,1,2,1
2343,1,1,2,3,1,3,1,2,1,3,1
2344,3,0,0,0,0,0,1,1,0,0,1
2345,2,1,1,2,1,2,0,0,1,2,1
2346,3,0,0,0,0,0,1,1,0,0,1
2347,3,0,0,0,0,0,1,1,0,0,0
2348,0,0,0,1,0,1,1,3,0,1,1
2349,3,0,0,0,0,0,1,1,0,0,1
2350,2,1,1,2,1,2,0,0,1,2,0
2351,1,1,2,3,1,3,1,2,1,3,0
2352,3,0,0,0,0,0,1,1,0,0,0
2353,0,0,0,1,0,1,1,3,0,1,1
2354,3,0,0,0,0,0,1,1,0,0,0
2355,3,0,0,0,0,0,1,1,0,0,0
2356,0,0,0,1,0,1,1,3,0,1,1
2357,2,1,1,2,1,2,0,0,1,2,1
2358,1,1,2,3,1,3,1,2,1,3,0
2359,2,1,1,2,1,2,0,0,1,2,1
2360,3,0,0,0,0,0,1,1,0,0,0
2361,1,1,2,3,1,3,1,2,1,3,0
2362,2,1,1,2,1,2,0,0,1,2,0
2363,3,0,0,0,0,0,1,1,0,0,0
2364,0,0,0,1,0,1,1,3,0,1,1
2365,3,0,0,0,0,0,1,1,0,0,1
2366,1,1,2,3,1,3,1,2,1,3,0
2367,2,1,1,2,1,2,0,0,1,2,0
2368,1,1,2,3,1,3,1,2,1,3,0
2369,1,1,2,3,1,3,1,2,1,3,0
2370,1,1,2,3,1,3,1,2,1,3,1
2371,2,1,1,2,1,2,0,0,1,2,1
2372,0,0,0,1,0,1,1,1,0,0,1
2373,2,1,1,2,1,2,0,0,1,2,0
2374,2,1,1,2,1,2,0,0,1,2,0
2375,0,0,0,1,0,1,1,3,0,1,0
2376,0,0,0,1,0,1,1,1,0,0,1
2377,0,0,0,1,0,1,1,3,0,1,1
2378,2,1,1,2,1,2,0,0,1,2,0
2379,2,1,1,2,1,2,0,0,1,2,1
2380,1,1,2,3,1,3,1,2,1,3,1
2381,3,0,0,0,0,0,1,1,0,0,0
2382,1,1,2,3,1,3,1,2,1,3,1
2383,1,1,2,3,1,3,1,2,1,3,1
2384,2,1,1,2,1,2,0,0,1,2,0
2385,2,1,1,2,1,2,0,0,1,2,1
2386,3,0,0,0,0,0,1,1,0,0,0
2387,3,0,0,0,0,0,1,1,0,0,1
2388,1,1,2,3,1,3,1,2,1,3,1
2389,1,1,2,3,1,3,1,2,1,3,0
2390,3,0,0,0,0,0,1,1,0,0,1
2391,3,0,0,0,0,0,1,1,0,0,0
2392,1,1,2,3,1,3,1,2,1,3,1
2393,3,0,0,0,0,0,1,1,0,0,1
2394,3,0,0,0,0,0,1,1,0,0,0
2395,2,1,1,2,1,2,0,0,1,2,0
2396,1,1,2,3,1,3,1,2,1,3,1
2397,0,0,0,1,0,1,1,3,0,1,0
2398,1,1,2,3,1,3,1,2,1,3,0
2399,2,1,1,2,1,2,0,0,1,2,1
2400,2,1,1,2,1,2,0,0,1,2,1
2401,1,1,2,3,1,3,1,2,1,3,1
2402,2,1,1,2,1,2,0,0,1,2,0
2403,3,0,0,0,0,0,1,1,0,0,0
2404,3,0,0,0,0,0,1,1,0,0,1
2405,2,1,1,2,1,2,0,0,1,2,1
2406,1,1,2,3,1,3,1,2,1,3,0
2407,3,0,0,0,0,0,1,1,0,0,1
2408,1,1,2,3,1,3,1,2,1,3,0
2409,3,0,0,0,0,0,1,1,0,0,0
2410,2,1,1,2,1,2,0,0,1,2,1
2411,1,1,2,3,1,3,1,2,1,3,1
2412,2,1,1,2,1,2,0,0,1,2,1
2413,0,0,0,1,0,1,1,3,0,1,0
2414,1,1,2,3,1,3,1,2,1,3,1
2415,3,0,0,0,0,0,1,1,0,0,1
2416,0,0,0,1,0,1,1,3,0,1,1
2417,2,1,1,2,1,2,0,0,1,2,1
2418,2,1,1,2,1,2,0,0,1,2,0
2419,1,1,2,3,1,3,1,2,1,3,0
2420,0,0,0,1,0,1,1,3,0,1,1
2421,2,1,1,2,1,2,0,0,1,2,1
2422,1,1,2,3,1,3,1,2,1,3,0
2423,3,0,0,0,0,0,1,1,0,0,1
2424,2,1,1,2,1,2,0,0,1,2,1
2425,2,1,1,2,1,2,0,0,1,2,0
2426,1,1,2,3,1,3,1,2,1,3,0
2427,1,1,2,3,1,3,1,2,1,3,1
2428,1,1,2,3,1,3,1,2,1,3,1
2429,2,1,1,2,1,2,0,0,1,2,0
2430,2,1,1,2,1,2,0,0,1,2,1
2431,1,1,2,3,1,3,1,2,1,3,0
2432,1,1,2,3,1,3,1,2,1,3,0
2433,3,0,0,0,0,0,1,1,0,0,1
2434,2,1,1,2,1,2,0,0,1,2,1
2435,3,0,0,0,0,0,1,1,0,0,1
2436,1,1,2,3,1,3,1,2,1,3,1
2437,1,1,2,3,1,3,1,2,1,3,1
2438,1,1,2,3,1,3,1,2,1,3,0
2439,2,1,1,2,1,2,0,0,1,2,0
2440,0,0,0,1,0,1,1,3,0,1,0
2441,0,0,0,1,0,1,1,1,0,0,1
2442,3,0,0,0,0,0,1,1,0,0,0
2443,2,1,1,2,1,2,0,0,1,2,0
2444,2,1,1,2,1,2,0,0,1,2,1
2445,2,1,1,2,1,2,0,0,1,2,0
2446,2,1,1,2,1,2,0,0,1,2,1
2447,0,0,0,1,0,1,1,3,0,1,1
2448,1,1,2,3,1,3,1,2,1,3,1
2449,3,0,0,0,0,0,1,1,0,0,1
2450,0,0,0,1,0,1,1,3,0,1,0
2451,1,1,2,3,1,3,1,2,1,3,0
2452,3,0,0,0,0,0,1,1,0,0,0
2453,2,1,1,2,1,2,0,0,1,2,1
2454,1,1,2,3,1,3,1,2,1,3,0
2455,2,1,1,2,1,2,0,0,1,2,0
2456,1,1,2,3,1,3,1,2,1,3,1
2457,2,1,1,2,1,2,0,0,1,2,0
2458,0,0,0,1,0,1,1,3,0,1,1
2459,1,1,2,3,1,3,1,2,1,3,1
2460,2,1,1,2,1,2,0,0,1,2,1
2461,1,1,2,3,1,3,1,2,1,3,0
2462,2,1,1,2,1,2,0,0,1,2,1
2463,2,1,1,2,1,2,0,0,1,2,1
2464,2,1,1,2,1,2,0,0,1,2,0
2465,1,1,2,3,1,3,1,2,1,3,1
2466,3,0,0,0,0,0,1,1,0,0,0
2467,2,1,1,2,1,2,0,0,1,2,1
2468,3,0,0,0,0,0,1,1,0,0,1
2469,0,0,0,1,0,1,1,3,0,1,0
2470,2,1,1,2,1,2,0,0,1,2,1
2471,2,1,1,2,1,2,0,0,1,2,1
2472,1,1,2,3,1,3,1,2,1,3,1
2473,3,0,0,0,0,0,1,1,0,0,0
2474,2,1,1,2,1,2,0,0,1,2,1
2475,0,0,0,1,0,1,1,3,0,1,0
2476,2,1,1,2,1,2,0,0,1,2,0
2477,2,1,1,2,1,2,0,0,1,2,1
2478,1,1,2,3,1,3,1,2,1,3,1
2479,1,1,2,3,1,3,1,2,1,3,0
2480,2,1,1,2,1,2,0,0,1,2,0
2481,2,1,1,2,1,2,0,0,1,2,0
2482,1,1,2,3,1,3,1,2,1,3,1
2483,1,1,2,3,1,3,1,2,1,3,1
2484,2,1,1,2,1,2,0,0,1,2,0
2485,1,1,2,3,1,3,1,2,1,3,1
2486,3,0,0,0,0,0,1,1,0,0,1
2487,1,1,2,3,1,3,1,2,1,3,1
2488,1,1,2,3,1,3,1,2,1,3,1
2489,3,0,0,0,0,0,1,1,0,0,0
2490,2,1,1,2,1,2,0,0,1,2,1
2491,3,0,0,0,0,0,1,1,0,0,1
2492,0,0,0,1,0,1,1,3,0,1,1
2493,1,1,2,3,1,3,1,2,1,3,0
2494,0,0,0,1,0,1,1,3,0,1,0
2495,0,0,0,1,0,1,1,3,0,1,1
2496,2,1,1,2,1,2,0,0,1,2,0
2497,3,0,0,0,0,0,1,1,0,0,1
2498,1,1,2,3,1,3,1,2,1,3,1
2499,0,0,0,1,0,1,1,3,0,1,1
2500,2,1,1,2,1,2,0,0,1,2,0
2501,1,1,2,3,1,3,1,2,1,3,0
2502,2,1,1,2,1,2,0,0,1,2,0
2503,2,1,1,2,1,2,0,0,1,2,1
2504,0,0,0,1,0,1,1,3,0,1,0
2505,2,1,1,2,1,2,0,0,1,2,1
2506,2,1,1,2,1,2,0,0,1,2,0
2507,1,1,2,3,1,3,1,2,1,3,1
2508,2,1,1,2,1,2,0,0,1,2,0
2509,2,1,1,2,1,2,0,0,1,2,1
2510,2,1,1,2,1,2,0,0,1,2,1
2511,3,0,0,0,0,0,1,1,0,0,1
2512,2,1,1,2,1,2,0,0,1,2,1
2513,3,0,0,0,0,0,1,1,0,0,0
2514,0,0,0,1,0,1,1,3,0,1,1
2515,1,1,2,3,1,3,1,2,1,3,1
2516,1,1,2,3,1,3,1,2,1,3,1
2517,3,0,0,0,0,0,1,1,0,0,1
2518,1,1,2,3,1,3,1,2,1,3,0
2519,3,0,0,0,0,0,1,1,0,0,1
2520,3,0,0,0,0,0,1,1,0,0,0
2521,3,0,0,0,0,0,1,1,0,0,0
2522,2,1,1,2,1,2,0,0,1,2,0
2523,2,1,1,2,1,2,0,0,1,2,0
2524,1,1,2,3,1,3,1,2,1,3,1
2525,2,1,1,2,1,2,0,0,1,2,1
2526,1,1,2,3,1,3,1,2,1,3,1
2527,1,1,2,3,1,3,1,2,1,3,1
2528,1,1,2,3,1,3,1,2,1,3,1
2529,2,1,1,2,1,2,0,0,1,2,0
2530,1,1,2,3,1,3,1,2,1,3,1
2531,1,1,2,3,1,3,1,2,1,3,0
2532,1,1,2,3,1,3,1,2,1,3,0
2533,0,0,0,1,0,1,1,3,0,1,1
2534,1,1,2,3,1,3,1,2,1,3,1
2535,1,1,2,3,1,3,1,2,1,3,1
2536,3,0,0,0,0,0,1,1,0,0,0
2537,0,0,0,1,0,1,1,3,0,1,0
2538,1,1,2,3,1,3,1,2,1,3,1
2539,3,0,0,0,0,0,1,1,0,0,0
2540,1,1,2,3,1,3,1,2,1,3,0
2541,1,1,2,3,1,3,1,2,1,3,1
2542,2,1,1,2,1,2,0,0,1,2,1
2543,3,0,0,0,0,0,1,1,0,0,1
2544,1,1,2,3,1,3,1,2,1,3,1
2545,0,0,0,1,0,1,1,3,0,1,0
2546,0,0,0,1,0,1,1,3,0,1,0
2547,1,1,2,3,1,3,1,2,1,3,0
2548,0,0,0,1,0,1,1,3,0,1,0
2549,1,1,2,3,1,3,1,2,1,3,1
2550,2,1,1,2,1,2,0,0,1,2,1
2551,3,0,0,0,0,0,1,1,0,0,0
2552,3,0,0,0,0,0,1,1,0,0,1
2553,3,0,0,0,0,0,1,1,0,0,1
2554,1,1,2,3,1,3,1,2,1,3,1
2555,1,1,2,3,1,3,1,2,1,3,1
2556,0,0,0,1,0,1,1,3,0,1,0
2557,3,0,0,0,0,0,1,1,0,0,0
2558,2,1,1,2,1,2,0,0,1,2,0
2559,3,0,0,0,0,0,1,1,0,0,1
2560,1,1,2,3,1,3,1,2,1,3,0
2561,3,0,0,0,0,0,1,1,0,0,1
2562,2,1,1,2,1,2,0,0,1,2,0
2563,3,0,0,0,0,0,1,1,0,0,1
2564,1,1,2,3,1,3,1,2,1,3,0
2565,0,0,0,1,0,1,1,3,0,1,1
2566,1,1,2,3,1,3,1,2,1,3,0
2567,1,1,2,3,1,3,1,2,1,3,0
2568,1,1,2,3,1,3,1,2,1,3,1
2569,1,1,2,3,1,3,1,2,1,3,0
2570,0,0,0,1,0,1,1,1,0,0,1
2571,1,1,2,3,1,3,1,2,1,3,1
2572,3,0,0,0,0,0,1,1,0,0,1
2573,2,1,1,2,1,2,0,0,1,2,0
2574,2,1,1,2,1,2,0,0,1,2,1
2575,2,1,1,2,1,2,0,0,1,2,0
2576,2,1,1,2,1,2,0,0,1,2,0
2577,1,1,2,3,1,3,1,2,1,3,1
2578,0,0,0,1,0,1,1,3,0,1,0
2579,1,1,2,3,1,3,1,2,1,3,0
2580,1,1,2,3,1,3,1,2,1,3,1
2581,2,1,1,2,1,2,0,0,1,2,1
2582,2,1,1,2,1,2,0,0,1,2,1
2583,2,1,1,2,1,2,0,0,1,2,0
2584,1,1,2,3,1,3,1,2,1,3,0
2585,1,1,2,3,1,3,1,2,1,3,1
2586,0,0,0,1,0,1,1,3,0,1,0
2587,3,0,0,0,0,0,1,1,0,0,1
2588,1,1,2,3,1,3,1,2,1,3,1
2589,2,1,1,2,1,2,0,0,1,2,1
2590,0,0,0,1,0,1,1,3,0,1,0
2591,1,1,2,3,1,3,1,2,1,3,0
2592,0,0,0,1,0,1,1,3,0,1,1
2593,3,0,0,0,0,0,1,1,0,0,1
2594,2,1,1,2,1,2,0,0,1,2,1
2595,0,0,0,1,0,1,1,3,0,1,0
2596,0,0,0,1,0,1,1,3,0,1,0
2597,3,0,0,0,0,0,1,1,0,0,1
2598,3,0,0,0,0,0,1,1,0,0,0
2599,0,0,0,1,0,1,1,3,0,1,1
2600,2,1,1,2,1,2,0,0,1,2,0
2601,1,1,2,3,1,3,1,2,1,3,0
2602,1,1,2,3,1,3,1,2,1,3,0
2603,3,0,0,0,0,0,1,1,0,0,0
2604,1,1,2,3,1,3,1,2,1,3,0
2605,0,0,0,1,0,1,1,3,0,1,0
2606,1,1,2,3,1,3,1,2,1,3,1
2607,1,1,2,3,1,3,1,2,1,3,0
2608,3,0,0,0,0,0,1,1,0,0,0
2609,3,0,0,0,0,0,1,1,0,0,0
2610,2,1,1,2,1,2,0,0,1,2,1
2611,0,0,0,1,0,1,1,3,0,1,1
2612,0,0,0,1,0,1,1,3,0,1,1
2613,2,1,1,2,1,2,0,0,1,2,1
2614,0,0,0,1,0,1,1,3,0,1,1
2615,2,1,1,2,1,2,0,0,1,2,1
2616,0,0,0,1,0,1,1,3,0,1,1
2617,1,1,2,3,1,3,1,2,1,3,0
2618,2,1,1,2,1,2,0,0,1,2,1
2619,1,1,2,3,1,3,1,2,1,3,0
2620,3,0,0,0,0,0,1,1,0,0,1
2621,3,0,0,0,0,0,1,1,0,0,0
2622,1,1,2,3,1,3,1,2,1,3,1
2623,1,1,2,3,1,3,1,2,1,3,1
2624,2,1,1,2,1,2,0,0,1,2,1
2625,2,1,1,2,1,2,0,0,1,2,0
2626,1,1,2,3,1,3,1,2,1,3,1
2627,3,0,0,0,0,0,1,1,0,0,0
2628,3,0,0,0,0,0,1,1,0,0,0
2629,2,1,1,2,1,2,0,0,1,2,1
2630,0,0,0,1,0,1,1,3,0,1,0
2631,3,0,0,0,0,0,1,1,0,0,0
2632,3,0,0,0,0,0,1,1,0,0,0
2633,0,0,0,1,0,1,1,3,0,1,1
2634,1,1,2,3,1,3,1,2,1,3,1
2635,1,1,2,3,1,3,1,2,1,3,0
2636,2,1,1,2,1,2,0,0,1,2,0
2637,2,1,1,2,1,2,0,0,1,2,1
2638,2,1,1,2,1,2,0,0,1,2,1
2639,2,1,1,2,1,2,0,0,1,2,0
2640,3,0,0,0,0,0,1,1,0,0,0
2641,2,1,1,2,1,2,0,0,1,2,1
2642,3,0,0,0,0,0,1,1,0,0,0
2643,1,1,2,3,1,3,1,2,1,3,0
2644,3,0,0,0,0,0,1,1,0,0,0
2645,1,1,2,3,1,3,1,2,1,3,1
2646,3,0,0,0,0,0,1,1,0,0,0
2647,3,0,0,0,0,0,1,1,0,0,1
2648,0,0,0,1,0,1,1,3,0,1,0
2649,3,0,0,0,0,0,1,1,0,0,0
2650,1,1,2,3,1,3,1,2,1,3,1
2651,2,1,1,2,1,2,0,0,1,2,1
2652,3,0,0,0,0,0,1,1,0,0,0
2653,2,1,1,2,1,2,0,0,1,2,1
2654,1,1,2,3,1,3,1,2,1,3,0
2655,0,0,0,1,0,1,1,1,0,0,1
2656,3,0,0,0,0,0,1,1,0,0,0
2657,3,0,0,0,0,0,1,1,0,0,1
2658,3,0,0,0,0,0,1,1,0,0,1
2659,1,1,2,3,1,3,1,2,1,3,1
2660,2,1,1,2,1,2,0,0,1,2,0
2661,1,1,2,3,1,3,1,2,1,3,0
2662,1,1,2,3,1,3,1,2,1,3,1
2663,1,1,2,3,1,3,1,2,1,3,1
2664,3,0,0,0,0,0,1,1,0,0,1
2665,3,0,0,0,0,0,1,1,0,0,1
2666,1,1,2,3,1,3,1,2,1,3,1
2667,1,1,2,3,1,3,1,2,1,3,1
2668,2,1,1,2,1,2,0,0,1,2,1
2669,2,1,1,2,1,2,0,0,1,2,0
2670,3,0,0,0,0,0,1,1,0,0,0
2671,1,1,2,3,1,3,1,2,1,3,1
2672,1,1,2,3,1,3,1,2,1,3,1
2673,1,1,2,3,1,3,1,2,1,3,1
2674,2,1,1,2,1,2,0,0,1,2,1
2675,0,0,0,1,0,1,1,3,0,1,0
2676,1,1,2,3,1,3,1,2,1,3,1
2677,0,0,0,1,0,1,1,3,0,1,0
2678,1,1,2,3,1,3,1,2,1,3,1
2679,0,0,0,1,0,1,1,3,0,1,0
2680,3,0,0,0,0,0,1,1,0,0,0
2681,0,0,0,1,0,1,1,3,0,1,0
2682,3,0,0,0,0,0,1,1,0,0,0
2683,2,1,1,2,1,2,0,0,1,2,0
2684,1,1,2,3,1,3,1,2,1,3,0
2685,3,0,0,0,0,0,1,1,0,0,0
2686,0,0,0,1,0,1,1,3,0,1,0
2687,3,0,0,0,0,0,1,1,0,0,0
2688,3,0,0,0,0,0,1,1,0,0,1
2689,0,0,0,1,0,1,1,3,0,1,0
2690,1,1,2,3,1,3,1,2,1,3,1
2691,1,1,2,3,1,3,1,2,1,3,0
2692,3,0,0,0,0,0,1,1,0,0,1
2693,1,1,2,3,1,3,1,2,1,3,0
2694,3,0,0,0,0,0,1,1,0,0,1
2695,1,1,2,3,1,3,1,2,1,3,1
2696,1,1,2,3,1,3,1,2,1,3,0
2697,3,0,0,0,0,0,1,1,0,0,0
2698,1,1,2,3,1,3,1,2,1,3,1
2699,1,1,2,3,1,3,1,2,1,3,1
2700,3,0,0,0,0,0,1,1,0,0,1
2701,2,1,1,2,1,2,0,0,1,2,1
2702,3,0,0,0,0,0,1,1,0,0,1
2703,3,0,0,0,0,0,1,1,0,0,0
2704,1,1,2,3,1,3,1,2,1,3,1
2705,2,1,1,2,1,2,0,0,1,2,1
2706,2,1,1,2,1,2,0,0,1,2,1
2707,1,1,2,3,1,3,1,2,1,3,0
2708,0,0,0,1,0,1,1,3,0,1,0
2709,1,1,2,3,1,3,1,2,1,3,1
2710,2,1,1,2,1,2,0,0,1,2,0
2711,3,0,0,0,0,0,1,1,0,0,1
2712,3,0,0,0,0,0,1,1,0,0,0
2713,1,1,2,3,1,3,1,2,1,3,0
2714,1,1,2,3,1,3,1,2,1,3,1
2715,3,0,0,0,0,0,1,1,0,0,0
2716,3,0,0,0,0,0,1,1,0,0,1
2717,1,1,2,3,1,3,1,2,1,3,0
2718,1,1,2,3,1,3,1,2,1,3,1
2719,1,1,2,3,1,3,1,2,1,3,1
2720,2,1,1,2,1,2,0,0,1,2,1
2721,3,0,0,0,0,0,1,1,0,0,0
2722,2,1,1,2,1,2,0,0,1,2,0
2723,1,1,2,3,1,3,1,2,1,3,0
2724,3,0,0,0,0,0,1,1,0,0,0
2725,1,1,2,3,1,3,1,2,1,3,1
2726,1,1,2,3,1,3,1,2,1,3,1
2727,2,1,1,2,1,2,0,0,1,2,1
2728,2,1,1,2,1,2,0,0,1,2,1
2729,3,0,0,0,0,0,1,1,0,0,1
2730,3,0,0,0,0,0,1,1,0,0,1
2731,3,0,0,0,0,0,1,1,0,0,1
2732,3,0,0,0,0,0,1,1,0,0,1
2733,0,0,0,1,0,1,1,3,0,1,0
2734,3,0,0,0,0,0,1,1,0,0,0
2735,3,0,0,0,0,0,1,1,0,0,0
2736,1,1,2,3,1,3,1,2,1,3,0
2737,1,1,2,3,1,3,1,2,1,3,0
2738,1,1,2,3,1,3,1,2,1,3,0
2739,1,1,2,3,1,3,1,2,1,3,0
2740,3,0,0,0,0,0,1,1,0,0,0
2741,2,1,1,2,1,2,0,0,1,2,1
2742,1,1,2,3,1,3,1,2,1,3,1
2743,2,1,1,2,1,2,0,0,1,2,1
2744,0,0,0,1,0,1,1,3,0,1,0
2745,1,1,2,3,1,3,1,2,1,3,0
2746,1,1,2,3,1,3,1,2,1,3,0
2747,3,0,0,0,0,0,1,1,0,0,1
2748,1,1,2,3,1,3,1,2,1,3,0
2749,1,1,2,3,1,3,1,2,1,3,1
2750,1,1,2,3,1,3,1,2,1,3,1
2751,3,0,0,0,0,0,1,1,0,0,1
2752,2,1,1,2,1,2,0,0,1,2,0
2753,0,0,0,1,0,1,1,3,0,1,1
2754,0,0,0,1,0,1,1,3,0,1,0
2755,3,0,0,0,0,0,1,1,0,0,1
2756,2,1,1,2,1,2,0,0,1,2,0
2757,2,1,1,2,1,2,0,0,1,2,1
2758,2,1,1,2,1,2,0,0,1,2,0
2759,2,1,1,2,1,2,0,0,1,2,1
2760,2,1,1,2,1,2,0,0,1,2,1
2761,2,1,1,2,1,2,0,0,1,2,0
2762,2,1,1,2,1,2,0,0,1,2,1
2763,3,0,0,0,0,0,1,1,0,0,1
2764,1,1,2,3,1,3,1,2,1,3,0
2765,0,0,0,1,0,1,1,3,0,1,1
2766,0,0,0,1,0,1,1,3,0,1,1
2767,2,1,1,2,1,2,0,0,1,2,1
2768,1,1,2,3,1,3,1,2,1,3,1
2769,1,1,2,3,1,3,1,2,1,3,0
2770,1,1,2,3,1,3,1,2,1,3,1
2771,2,1,1,2,1,2,0,0,1,2,0
2772,2,1,1,2,1,2,0,0,1,2,1
2773,3,0,0,0,0,0,1,1,0,0,0
2774,0,0,0,1,0,1,1,3,0,1,0
2775,3,0,0,0,0,0,1,1,0,0,1
2776,3,0,0,0,0,0,1,1,0,0,0
2777,3,0,0,0,0,0,1,1,0,0,0
2778,0,0,0,1,0,1,1,3,0,1,0
2779,1,1,2,3,1,3,1,2,1,3,0
2780,3,0,0,0,0,0,1,1,0,0,1
2781,1,1,2,3,1,3,1,2,1,3,1
2782,3,0,0,0,0,0,1,1,0,0,0
2783,0,0,0,1,0,1,1,3,0,1,0
2784,1,1,2,3,1,3,1,2,1,3,1
2785,2,1,1,2,1,2,0,0,1,2,1
2786,1,1,2,3,1,3,1,2,1,3,0
2787,2,1,1,2,1,2,0,0,1,2,1
2788,2,1,1,2,1,2,0,0,1,2,0
2789,2,1,1,2,1,2,0,0,1,2,1
2790,0,0,0,1,0,1,1,3,0,1,0
2791,1,1,2,3,1,3,1,2,1,3,1
2792,1,1,2,3,1,3,1,2,1,3,0
2793,1,1,2,3,1,3,1,2,1,3,0
2794,1,1,2,3,1,3,1,2,1,3,0
2795,1,1,2,3,1,3,1,2,1,3,1
2796,3,0,0,0,0,0,1,1,0,0,0
2797,2,1,1,2,1,2,0,0,1,2,0
2798,1,1,2,3,1,3,1,2,1,3,0
2799,2,1,1,2,1,2,0,0,1,2,1
2800,3,0,0,0,0,0,1,1,0,0,1
2801,3,0,0,0,0,0,1,1,0,0,1
2802,3,0,0,0,0,0,1,1,0,0,1
2803,1,1,2,3,1,3,1,2,1,3,0
2804,0,0,0,1,0,1,1,3,0,1,1
2805,1,1,2,3,1,3,1,2,1,3,0
2806,2,1,1,2,1,2,0,0,1,2,1
2807,3,0,0,0,0,0,1,1,0,0,1
2808,0,0,0,1,0,1,1,3,0,1,0
2809,1,1,2,3,1,3,1,2,1,3,1
2810,3,0,0,0,0,0,1,1,0,0,0
